model,mode,domain,experiment,callable,game_id,quality_score,binary_accuracy,efficiency_raw,guess_turn,budget_used_ratio,remaining_turn_budget,tolerance_used,n_test_cases,passed_test_cases,failed_test_cases
gpt-4.1-2025-04-14,passive_labeled_pairs,numbers,numbers_passive_labeled_pairs,sign_label,27,0.0,0,0.26666666666666666,13,0.8666666666666667,2,1,100,0,100
gpt-4.1-2025-04-14,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,min_value,33,0.0,0,0.26666666666666666,13,0.8666666666666667,2,1,100,0,100
gpt-4.1-2025-04-14,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,max_value,39,26.666666666666668,1,0.26666666666666666,13,0.8666666666666667,2,1,100,100,0
gpt-4.1-2025-04-14,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,sum_two,45,33.33333333333333,1,0.3333333333333333,12,0.8,3,1,100,100,0
gpt-4.1-2025-04-14,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,abs_diff,51,0.0,0,0.2,14,0.9333333333333333,1,1,100,0,100
gpt-4.1-2025-04-14,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,first_minus_second,57,26.666666666666668,1,0.26666666666666666,13,0.8666666666666667,2,1,100,100,0
gpt-4.1-2025-04-14,passive_labeled_pairs,string,string_passive_labeled_pairs,reverse_str,63,0.0,0,0.26666666666666666,13,0.8666666666666667,2,1,100,0,100
gpt-4.1-2025-04-14,passive_labeled_pairs,string,string_passive_labeled_pairs,first_char,69,0.0,0,0.13333333333333333,15,1.0,0,1,100,0,100
gpt-4.1-2025-04-14,passive_labeled_pairs,string,string_passive_labeled_pairs,add_exclamation,75,0.0,0,0.26666666666666666,13,0.8666666666666667,2,1,100,0,100
gpt-4.1-2025-04-14,passive_labeled_pairs,string,string_passive_labeled_pairs,uppercase_str,81,40.0,1,0.4,11,0.7333333333333333,4,1,100,100,0
gpt-4.1-2025-04-14,passive_labeled_pairs,string,string_passive_labeled_pairs,remove_space,87,20.0,1,0.2,14,0.9333333333333333,1,1,100,100,0
gpt-4.1-2025-04-14,passive_labeled_pairs,list,list_passive_labeled_pairs,list_len,93,26.666666666666668,1,0.26666666666666666,13,0.8666666666666667,2,1,100,100,0
gpt-4.1-2025-04-14,passive_labeled_pairs,list,list_passive_labeled_pairs,ret_first_item,99,0.0,0,0.26666666666666666,13,0.8666666666666667,2,1,100,0,100
gpt-4.1-2025-04-14,passive_labeled_pairs,list,list_passive_labeled_pairs,sum_list,105,26.666666666666668,1,0.26666666666666666,13,0.8666666666666667,2,1,100,100,0
gpt-4.1-2025-04-14,passive_labeled_pairs,list,list_passive_labeled_pairs,count_zeros,111,0.0,0,0.26666666666666666,13,0.8666666666666667,2,1,100,0,100
gpt-4.1-2025-04-14,passive_labeled_pairs,list,list_passive_labeled_pairs,rmv_duplicates,117,0.0,0,0.4,11,0.7333333333333333,4,1,100,0,100
gpt-4.1-2025-04-14,passive_labeled_pairs,logic,logic_passive_labeled_pairs,logic_and,123,0.0,0,0.3333333333333333,12,0.8,3,1,4,0,4
gpt-4.1-2025-04-14,passive_labeled_pairs,logic,logic_passive_labeled_pairs,logic_or,129,0.0,0,0.3333333333333333,12,0.8,3,1,4,0,4
gpt-4.1-2025-04-14,passive_labeled_pairs,logic,logic_passive_labeled_pairs,logic_xor,135,0.0,0,0.4,11,0.7333333333333333,4,1,4,0,4
gpt-4.1-2025-04-14,passive_labeled_pairs,logic,logic_passive_labeled_pairs,not_value,141,46.666666666666664,1,0.4666666666666667,10,0.6666666666666666,5,1,2,2,0
gpt-4.1-2025-04-14,passive_labeled_pairs,logic,logic_passive_labeled_pairs,implies,147,0.0,0,0.4666666666666667,10,0.6666666666666666,5,1,4,0,4
gpt-4.1-mini,passive_labeled_pairs,numbers,numbers_passive_labeled_pairs,absolute_value,3,33.33333333333333,1,0.3333333333333333,12,0.8,3,1,100,100,0
gpt-4.1-mini,passive_labeled_pairs,numbers,numbers_passive_labeled_pairs,add_one,9,40.0,1,0.4,11,0.7333333333333333,4,1,100,100,0
gpt-4.1-mini,passive_labeled_pairs,numbers,numbers_passive_labeled_pairs,clamp_to_0_9,15,0.0,0,0.4,11,0.7333333333333333,4,1,100,0,100
gpt-4.1-mini,passive_labeled_pairs,numbers,numbers_passive_labeled_pairs,is_even,21,0.0,0,0.4,12,0.8,3,1,100,0,100
gpt-4.1-mini,passive_labeled_pairs,numbers,numbers_passive_labeled_pairs,sign_label,27,0.0,0,0.4,11,0.7333333333333333,4,1,100,0,100
gpt-4.1-mini,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,min_value,33,26.666666666666668,1,0.26666666666666666,13,0.8666666666666667,2,1,100,100,0
gpt-4.1-mini,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,max_value,39,0.0,0,0.26666666666666666,14,0.9333333333333333,1,1,100,0,100
gpt-4.1-mini,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,sum_two,45,33.33333333333333,1,0.3333333333333333,12,0.8,3,1,100,100,0
gpt-4.1-mini,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,abs_diff,51,40.0,1,0.4,12,0.8,3,1,100,100,0
gpt-4.1-mini,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,first_minus_second,57,0.0,0,0.2,14,0.9333333333333333,1,1,100,0,100
gpt-4.1-mini,passive_labeled_pairs,string,string_passive_labeled_pairs,reverse_str,63,40.0,1,0.4,11,0.7333333333333333,4,1,100,100,0
gpt-4.1-mini,passive_labeled_pairs,string,string_passive_labeled_pairs,first_char,69,20.0,1,0.2,15,1.0,0,1,100,100,0
gpt-4.1-mini,passive_labeled_pairs,string,string_passive_labeled_pairs,add_exclamation,75,40.0,1,0.4,11,0.7333333333333333,4,1,100,100,0
gpt-4.1-mini,passive_labeled_pairs,string,string_passive_labeled_pairs,uppercase_str,81,26.666666666666668,1,0.26666666666666666,13,0.8666666666666667,2,1,100,100,0
gpt-4.1-mini,passive_labeled_pairs,string,string_passive_labeled_pairs,remove_space,87,20.0,1,0.2,14,0.9333333333333333,1,1,100,100,0
gpt-4.1-mini,passive_labeled_pairs,list,list_passive_labeled_pairs,list_len,93,0.0,0,0.26666666666666666,13,0.8666666666666667,2,1,100,0,100
gpt-4.1-mini,passive_labeled_pairs,list,list_passive_labeled_pairs,ret_first_item,99,0.0,0,0.3333333333333333,13,0.8666666666666667,2,1,100,0,100
gpt-4.1-mini,passive_labeled_pairs,list,list_passive_labeled_pairs,sum_list,105,40.0,1,0.4,11,0.7333333333333333,4,1,100,100,0
gpt-4.1-mini,passive_labeled_pairs,list,list_passive_labeled_pairs,count_zeros,111,0.0,0,0.4,11,0.7333333333333333,4,1,100,0,100
gpt-4.1-mini,passive_labeled_pairs,list,list_passive_labeled_pairs,rmv_duplicates,117,0.0,0,0.3333333333333333,12,0.8,3,1,100,0,100
gpt-4.1-mini,passive_labeled_pairs,logic,logic_passive_labeled_pairs,logic_and,123,0.0,0,0.5333333333333333,9,0.6,6,1,4,0,4
gpt-4.1-mini,passive_labeled_pairs,logic,logic_passive_labeled_pairs,logic_or,129,53.333333333333336,1,0.5333333333333333,9,0.6,6,1,4,4,0
gpt-4.1-mini,passive_labeled_pairs,logic,logic_passive_labeled_pairs,logic_xor,135,0.0,0,0.5333333333333333,9,0.6,6,1,4,0,4
gpt-4.1-mini,passive_labeled_pairs,logic,logic_passive_labeled_pairs,not_value,141,53.333333333333336,1,0.5333333333333333,9,0.6,6,1,2,2,0
gpt-4.1-mini,passive_labeled_pairs,logic,logic_passive_labeled_pairs,implies,147,0.0,0,0.8,6,0.4,9,1,4,0,4
gpt-4.1-nano,passive_labeled_pairs,numbers,numbers_passive_labeled_pairs,absolute_value,3,0.0,0,0.4,11,0.7333333333333333,4,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,numbers,numbers_passive_labeled_pairs,add_one,9,0.0,0,0.5333333333333333,9,0.6,6,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,numbers,numbers_passive_labeled_pairs,clamp_to_0_9,15,0.0,0,0.4,11,0.7333333333333333,4,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,numbers,numbers_passive_labeled_pairs,is_even,21,0.0,0,0.5333333333333333,9,0.6,6,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,numbers,numbers_passive_labeled_pairs,sign_label,27,0.0,0,0.6666666666666666,7,0.4666666666666667,8,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,min_value,33,0.0,0,0.4,13,0.8666666666666667,2,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,max_value,39,26.666666666666668,1,0.26666666666666666,14,0.9333333333333333,1,1,100,100,0
gpt-4.1-nano,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,sum_two,45,40.0,1,0.4,11,0.7333333333333333,4,1,100,100,0
gpt-4.1-nano,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,abs_diff,51,0.0,0,0.5333333333333333,9,0.6,6,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,two_numbers,two_numbers_passive_labeled_pairs,first_minus_second,57,0.0,0,0.0,15,1.0,0,0,100,0,100
gpt-4.1-nano,passive_labeled_pairs,string,string_passive_labeled_pairs,reverse_str,63,0.0,0,0.0,15,1.0,0,0,100,0,100
gpt-4.1-nano,passive_labeled_pairs,string,string_passive_labeled_pairs,first_char,69,0.0,0,0.0,15,1.0,0,0,100,0,100
gpt-4.1-nano,passive_labeled_pairs,string,string_passive_labeled_pairs,add_exclamation,75,0.0,0,0.0,15,1.0,0,0,100,0,100
gpt-4.1-nano,passive_labeled_pairs,string,string_passive_labeled_pairs,uppercase_str,81,40.0,1,0.4,11,0.7333333333333333,4,1,100,100,0
gpt-4.1-nano,passive_labeled_pairs,string,string_passive_labeled_pairs,remove_space,87,0.0,0,0.4,11,0.7333333333333333,4,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,list,list_passive_labeled_pairs,list_len,93,0.0,0,0.0,15,1.0,0,0,100,0,100
gpt-4.1-nano,passive_labeled_pairs,list,list_passive_labeled_pairs,ret_first_item,99,0.0,0,0.8,5,0.3333333333333333,10,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,list,list_passive_labeled_pairs,sum_list,105,0.0,0,0.6666666666666666,8,0.5333333333333333,7,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,list,list_passive_labeled_pairs,count_zeros,111,0.0,0,0.5333333333333333,10,0.6666666666666666,5,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,list,list_passive_labeled_pairs,rmv_duplicates,117,0.0,0,0.6666666666666666,7,0.4666666666666667,8,1,100,0,100
gpt-4.1-nano,passive_labeled_pairs,logic,logic_passive_labeled_pairs,logic_and,123,0.0,0,0.8666666666666667,4,0.26666666666666666,11,1,4,0,4
gpt-4.1-nano,passive_labeled_pairs,logic,logic_passive_labeled_pairs,logic_or,129,80.0,1,0.8,5,0.3333333333333333,10,1,4,4,0
gpt-4.1-nano,passive_labeled_pairs,logic,logic_passive_labeled_pairs,logic_xor,135,86.66666666666667,1,0.8666666666666667,4,0.26666666666666666,11,1,4,4,0
gpt-4.1-nano,passive_labeled_pairs,logic,logic_passive_labeled_pairs,not_value,141,0.0,0,0.6666666666666666,7,0.4666666666666667,8,1,2,0,2
gpt-4.1-nano,passive_labeled_pairs,logic,logic_passive_labeled_pairs,implies,147,0.0,0,0.8,5,0.3333333333333333,10,1,4,0,4
